         Part Number        Quantity    Unit Cost   Unit Price      Total Cost     Total Price
            32728517              82        15.43        19.58         1265.26         1605.56
            60027243              72        19.48        24.93         1402.56         1794.96
            65853384              51        18.67        22.56          952.17         1150.56
            50295179              88        23.09        28.10         2031.92         2472.80
            23132529              24        24.77        28.34          594.48          680.16
            27972823              12        28.73        32.17          344.76          386.04
            83234292              26        23.80        29.24          618.80          760.24
            78023688              28        29.67        35.41          830.76          991.48
            11587650              37        10.76        14.92          398.12          552.04
            75630018              41        10.08        15.68          413.28          642.88
            31187804              66        20.23        25.46         1335.18         1680.36
            54667311              34        13.30        17.40          452.20          591.60
            47553915              25        19.60        25.24          490.00          631.00
            23026496              35        20.95        24.90          733.25          871.50
            49300488              61        10.69        16.28          652.09          993.08
            78907535              46        22.91        27.32         1053.86         1256.72
            44137228              61        23.26        27.46         1418.86         1675.06
            73833666              69        21.75        26.11         1500.75         1801.59
            48635725              21        18.82        23.72          395.22          498.12
            22142782              41        17.65        21.80          723.65          893.80
            38334221               7        26.57        32.06          185.99          224.42
            11531675              85        10.99        16.11          934.15         1369.35
            43715790              31        27.98        31.68          867.38          982.08
            18398033              13        29.16        32.22          379.08          418.86
            81138617              46        15.15        19.76          696.90          908.96
            34092153               3        23.76        29.20           71.28           87.60
            83740526              23        19.56        22.59          449.88          519.57
            79334055              46        26.54        30.77         1220.84         1415.42
            36511952              85        13.32        17.87         1132.20         1518.95
            43984612              76        25.76        31.51         1957.76         2394.76
            81982758              56        10.68        14.84          598.08          831.04
            14698138              39        15.68        21.08          611.52          822.12
            42578554              20        17.59        21.44          351.80          428.80
            37303335              98        14.00        19.04         1372.00         1865.92
            24955147             100        15.08        20.76         1508.00         2076.00
            43051474              81        20.39        25.20         1651.59         2041.20
            76502369               7        12.35        16.47           86.45          115.29
            65537294              64        21.96        27.57         1405.44         1764.48
            33686751              46        20.10        23.74          924.60         1092.04
            22662424               1        11.84        15.28           11.84           15.28
            75541722              78        22.80        25.97         1778.40         2025.66
            88491828              34        29.57        34.24         1005.38         1164.16
            80084832              35        23.91        28.79          836.85         1007.65
            17103483              86        24.10        27.36         2072.60         2352.96
            71351528              91        18.02        21.76         1639.82         1980.16
            70178351               1        19.18        24.56           19.18           24.56
            77435552              39        12.08        17.33          471.12          675.87
            71733835              17        22.36        25.67          380.12          436.39
            78206035              11        25.00        30.19          275.00          332.09
            74543762              61        12.57        16.86          766.77         1028.46
            63689991              40        26.49        31.87         1059.60         1274.80
            49996948              32        21.50        26.64          688.00          852.48
            56664402              75        12.40        15.93          930.00         1194.75
            73831091              86        25.67        30.20         2207.62         2597.20
            67515582              61        17.43        20.59         1063.23         1255.99
            61130267              34        10.88        14.34          369.92          487.56
            79891110               8        10.47        16.15           83.76          129.20
            55263273              42        18.62        22.22          782.04          933.24
            21094940              53        12.59        17.31          667.27          917.43
            83762728              45        22.25        25.31         1001.25         1138.95
            53972005              43        22.81        28.51          980.83         1225.93
            50040763              32        14.71        20.02          470.72          640.64
            81912584              99        26.86        31.94         2659.14         3162.06
            32216703              97        23.12        28.83         2242.64         2796.51
            28342656               2        26.18        30.82           52.36           61.64
            14947415              10        16.17        21.10          161.70          211.00
            77803747              70        26.72        29.74         1870.40         2081.80
            29257517              83        10.76        13.93          893.08         1156.19
            63706075              21        15.39        21.26          323.19          446.46
            60384491              55        28.17        32.53         1549.35         1789.15
            35304393              38        29.75        33.66         1130.50         1279.08
            88452976              45        13.45        17.83          605.25          802.35
            18982295              44        21.43        25.71          942.92         1131.24
            78023688              28        29.67        35.41          830.76          991.48
            31650412              77        28.82        32.43         2219.14         2497.11
            66910032              10        12.87        17.11          128.70          171.10
            80767659              23        26.89        31.88          618.47          733.24
            19784361               6        18.19        21.20          109.14          127.20
            35539581              17        16.74        22.13          284.58          376.21
            31665020              26        15.76        18.78          409.76          488.28
            39421903              19        10.45        16.29          198.55          309.51
            38072280              17        22.95        28.65          390.15          487.05
            26383509              27        22.91        27.15          618.57          733.05
            11458375             100        18.51        21.68         1851.00         2168.00
            78039357              82        16.45        22.40         1348.90         1836.80
            34171236              19        24.01        29.29          456.19          556.51
            68458253              17        18.28        21.32          310.76          362.44
            16224831              41        11.63        16.47          476.83          675.27
            15276046              96        15.72        19.42         1509.12         1864.32
            69358897              32        23.73        28.73          759.36          919.36
            57630177              38        26.52        29.81         1007.76         1132.78
            18977685              81        16.39        20.36         1327.59         1649.16
            72247784              90        11.52        17.26         1036.80         1553.40
            63173268               9        15.25        18.46          137.25          166.14
            74375297              31        12.28        18.21          380.68          564.51
            41555059              44        27.38        32.97         1204.72         1450.68
            28458648              97        19.67        22.73         1907.99         2204.81
            15555649              71        18.67        22.08         1325.57         1567.68
            71540862              46        25.58        30.30         1176.68         1393.80
            76076746              64        15.72        19.29         1006.08         1234.56
            41555059              44        27.38        32.97         1204.72         1450.68
            18659990              43        15.01        20.76          645.43          892.68
            37195393              94        25.99        29.97         2443.06         2817.18
            29022294              63        14.43        18.23          909.09         1148.49
            61965647              88        24.88        29.03         2189.44         2554.64
            15431795              95        15.33        19.15         1456.35         1819.25
            32913509              42        11.94        16.43          501.48          690.06
            37761798              48        13.31        17.97          638.88          862.56
            86012790               1        11.18        15.75           11.18           15.75
            44928407              38        14.42        20.03          547.96          761.14
            37413158              28        28.57        33.34          799.96          933.52
            18082546              53        23.34        29.03         1237.02         1538.59
            39898842               8        20.69        25.42          165.52          203.36
            48509677               4        25.20        29.71          100.80          118.84
            79490708              84        10.37        15.25          871.08         1281.00
            54036898              68        10.71        13.78          728.28          937.04
            12880478              18        24.61        30.20          442.98          543.60
            27270146              81        23.52        27.65         1905.12         2239.65
            22387159              81        13.54        19.15         1096.74         1551.15
            21552284              30        10.40        15.18          312.00          455.40
            77086936              79        19.91        25.81         1572.89         2038.99
            31353041              28        21.82        27.67          610.96          774.76
            72660734              37        22.74        27.19          841.38         1006.03
            35303316              84        10.96        14.03          920.64         1178.52
            37055841              87        19.81        24.45         1723.47         2127.15
            78407458               4        16.28        21.33           65.12           85.32
            88046718              25        22.56        27.49          564.00          687.25
            34850784              89        12.43        15.68         1106.27         1395.52
            67167784               7        20.82        24.08          145.74          168.56
            82887766              39        16.82        21.55          655.98          840.45
            12949685               6        26.89        30.96          161.34          185.76
            14366464              32        10.12        15.81          323.84          505.92
            66028170              21        17.59        23.57          369.39          494.97
            43891580              46        11.44        16.13          526.24          741.98
            68262175              92        19.83        24.50         1824.36         2254.00
            15963630               5        29.36        32.93          146.80          164.65
            68849001              21        11.90        15.56          249.90          326.76
            36733364              69        29.72        35.59         2050.68         2455.71
            75529079              28        29.27        33.08          819.56          926.24
            87209284              91        27.20        31.42         2475.20         2859.22
            70692724               6        19.41        22.88          116.46          137.28
            36386359              60        12.09        17.21          725.40         1032.60
            24718062              29        24.71        30.57          716.59          886.53
            51138886              14        29.87        34.45          418.18          482.30
            26923610              35        21.70        25.06          759.50          877.10
            80924508              94        23.82        28.14         2239.08         2645.16
            58609625               1        23.58        27.78           23.58           27.78
            31761910              89        17.84        23.01         1587.76         2047.89
            88189478              86        15.24        19.55         1310.64         1681.30
            66314342              42        21.79        27.58          915.18         1158.36
            42145649              30        19.23        24.90          576.90          747.00
            32945551              21        21.25        26.10          446.25          548.10
            31050885              78        18.33        21.95         1429.74         1712.10
            79902221              71        22.07        25.66         1566.97         1821.86
            64002588              59        20.18        24.44         1190.62         1441.96
            59474045              55        11.99        16.72          659.45          919.60
            38917581              77        26.47        31.07         2038.19         2392.39
            49336268              99        15.02        18.51         1486.98         1832.49
            50743173              92        24.91        29.66         2291.72         2728.72
            27640169              59        10.52        15.35          620.68          905.65
            53518629              69        11.66        17.49          804.54         1206.81
            56411306              64        10.97        16.64          702.08         1064.96
            73638310              31        14.74        19.35          456.94          599.85
            43777863              67        16.83        20.60         1127.61         1380.20
            27972823              12        28.73        32.17          344.76          386.04
            36990628              49        28.67        33.09         1404.83         1621.41
            56953445              35        21.16        25.85          740.60          904.75
            62839762              93        14.75        20.19         1371.75         1877.67
            43941327              31        12.59        16.54          390.29          512.74
            81781879              98        21.13        24.15         2070.74         2366.70
            43771833              50        18.24        21.52          912.00         1076.00
            43436020              40        25.86        30.99         1034.40         1239.60
            84001619               3        20.58        24.48           61.74           73.44
            70401508              98        28.82        34.04         2824.36         3335.92
            81982758              56        10.68        14.84          598.08          831.04
            86457838              45        22.84        25.86         1027.80         1163.70
            73324460              35        13.12        18.60          459.20          651.00
            52715440              86        16.72        20.05         1437.92         1724.30
            66125098              44        22.44        28.41          987.36         1250.04
            41721415              31        12.02        17.97          372.62          557.07
            36760711              52        18.94        23.46          984.88         1219.92
            29884085              52        26.47        30.46         1376.44         1583.92
            63798705              29        25.13        30.85          728.77          894.65
            47553915              25        19.60        25.24          490.00          631.00
            58810322               4        19.17        25.03           76.68          100.12
            77445705              30        29.18        33.65          875.40         1009.50
            42578554              20        17.59        21.44          351.80          428.80
            15183855              18        24.59        29.80          442.62          536.40
            34751590              46        12.60        16.52          579.60          759.92
            81296480              90        25.59        31.13         2303.10         2801.70
            38561693              47        18.00        22.00          846.00         1034.00
            34171236              19        24.01        29.29          456.19          556.51
            68324629               6        24.98        30.61          149.88          183.66
            26782989              32        17.16        20.93          549.12          669.76
            58445058               2        21.96        27.41           43.92           54.82
            85466608              62        12.70        16.12          787.40          999.44
            79900665              22        21.35        24.99          469.70          549.78
            85699185              26        13.43        19.23          349.18          499.98
            31803679              94        23.14        26.61         2175.16         2501.34
            56884152               4        15.70        21.26           62.80           85.04
            59189425              89        22.54        27.43         2006.06         2441.27
            39341800              25        24.32        29.58          608.00          739.50
            15495526              36        16.20        20.47          583.20          736.92
            28166727               8        17.58        23.34          140.64          186.72
            84623811               2        15.66        20.90           31.32           41.80
            49142030              36        23.15        28.01          833.40         1008.36
            50019335              63        18.86        23.04         1188.18         1451.52
            42770709              50        12.19        15.44          609.50          772.00
            48583427              80        15.99        20.68         1279.20         1654.40
            46738486              38        14.87        19.44          565.06          738.72
            21098319              27        16.73        20.84          451.71          562.68
            80084832              35        23.91        28.79          836.85         1007.65
            72216160               2        10.67        14.72           21.34           29.44
            81106814               9        12.55        17.38          112.95          156.42
            29435965              39        25.28        31.23          985.92         1217.97
            23132529              24        24.77        28.34          594.48          680.16
            72587977              76        24.53        29.75         1864.28         2261.00
            38932471              34        12.93        17.33          439.62          589.22
            47578754              90        26.20        30.44         2358.00         2739.60
            21323997              81        12.74        16.19         1031.94         1311.39
            65237455              56        12.63        17.39          707.28          973.84
            84179853              47        12.93        18.61          607.71          874.67
            76427814              70        21.25        24.36         1487.50         1705.20
            36020570              22        15.27        19.78          335.94          435.16
            44481271              78        27.03        32.21         2108.34         2512.38
            80101956              97        23.40        28.25         2269.80         2740.25
            59128090              11        16.39        20.12          180.29          221.32
            77465093              70        16.94        22.83         1185.80         1598.10
            52700852              67        28.70        31.79         1922.90         2129.93
            76502369               7        12.35        16.47           86.45          115.29
            58759637              78        15.20        18.21         1185.60         1420.38
            83762728              45        22.25        25.31         1001.25         1138.95
            14578137              41        16.99        21.27          696.59          872.07
            11303142              47        10.56        16.35          496.32          768.45
            56044625              77        26.84        30.00         2066.68         2310.00
            30739126              14        27.83        33.29          389.62          466.06
            55842246              48        15.98        21.43          767.04         1028.64
            32728517              82        15.43        19.58         1265.26         1605.56
            72591229              27        15.58        20.41          420.66          551.07
            15388347              59        27.85        32.62         1643.15         1924.58
            20766559              15        17.28        21.88          259.20          328.20
            85598406              64        10.32        14.12          660.48          903.68
            75647204              28        19.39        24.87          542.92          696.36
            33483040              55        24.25        28.48         1333.75         1566.40
            50310242              84        10.30        13.80          865.20         1159.20
            76427814              70        21.25        24.36         1487.50         1705.20
            76254359              49        10.58        14.73          518.42          721.77
            27240862              43        28.12        31.28         1209.16         1345.04
            86202831              47        29.26        35.23         1375.22         1655.81
            47296985               1        10.99        15.81           10.99           15.81
            50536431              89        26.48        29.98         2356.72         2668.22
            56827836              55        15.74        20.17          865.70         1109.35
            78122228              85        13.73        18.55         1167.05         1576.75
            34189844              93        16.77        20.93         1559.61         1946.49
            56886748              18        24.94        30.92          448.92          556.56
            55371335              27        18.18        23.50          490.86          634.50
            44735928               9        27.18        31.76          244.62          285.84
            21390393              99        10.14        14.09         1003.86         1394.91
            22877827               6        16.46        21.19           98.76          127.14
            81106814               9        12.55        17.38          112.95          156.42
            80955309               3        16.51        20.07           49.53           60.21
            40278707              84        20.15        24.30         1692.60         2041.20
            80437590              89        12.47        17.70         1109.83         1575.30
            38280325              17        12.94        16.01          219.98          272.17
            31396612              63        15.52        21.11          977.76         1329.93
            46288741              98        26.86        32.62         2632.28         3196.76
            40176566              78        23.29        29.24         1816.62         2280.72
            18398033              13        29.16        32.22          379.08          418.86
            27176633              51        12.76        16.22          650.76          827.22
            62283911               7        15.50        21.11          108.50          147.77
            20766559              15        17.28        21.88          259.20          328.20
            27572106              22        25.71        31.56          565.62          694.32
            30418386              42        23.72        28.11          996.24         1180.62
            59802180              33        13.26        17.79          437.58          587.07
            54366510              24        13.73        18.58          329.52          445.92
            53904146              33        29.37        35.22          969.21         1162.26
            32895121              61        28.99        32.57         1768.39         1986.77
            64382696              86        15.98        20.57         1374.28         1769.02
            43510588              29        25.05        29.18          726.45          846.22
            59333352              73        25.88        29.43         1889.24         2148.39
            13045439              80        20.24        24.00         1619.20         1920.00
            63435178              55        22.04        27.16         1212.20         1493.80
            54036898              68        10.71        13.78          728.28          937.04
            15917508              81        28.92        31.96         2342.52         2588.76
            62963680              36        17.16        22.50          617.76          810.00
            24388225              28        17.90        22.64          501.20          633.92
            14599689              68        21.52        26.55         1463.36         1805.40
            30174319              22        29.51        33.43          649.22          735.46
            49263193              93        29.39        34.89         2733.27         3244.77
            32913509              42        11.94        16.43          501.48          690.06
            82011078              13        18.39        23.28          239.07          302.64
            35537534              60        27.18        32.16         1630.80         1929.60
            13201627              70        18.12        24.09         1268.40         1686.30
            81912584              99        26.86        31.94         2659.14         3162.06
            32407988              15        28.85        34.65          432.75          519.75
            34763532              86        15.68        21.17         1348.48         1820.62
            38932471              34        12.93        17.33          439.62          589.22
            81735019              16        25.51        31.43          408.16          502.88
            75724437              74        23.26        26.87         1721.24         1988.38
            47216256              83        24.21        30.02         2009.43         2491.66
            52555493              21        20.65        25.19          433.65          528.99
            43051474              81        20.39        25.20         1651.59         2041.20
            16224831              41        11.63        16.47          476.83          675.27
            49265048              58        13.50        18.90          783.00         1096.20
            41818150              51        13.22        18.99          674.22          968.49
            79900665              22        21.35        24.99          469.70          549.78
            40299841              50        28.50        31.89         1425.00         1594.50
            43849621              22        20.16        23.82          443.52          524.04
            28062267              47        14.68        18.06          689.96          848.82
            59189425              89        22.54        27.43         2006.06         2441.27
            79153401              57        24.13        27.24         1375.41         1552.68
            70937179              64        12.78        17.75          817.92         1136.00
            29884085              52        26.47        30.46         1376.44         1583.92
            32945551              21        21.25        26.10          446.25          548.10
            52968876              99        11.77        17.62         1165.23         1744.38
            75724437              74        23.26        26.87         1721.24         1988.38
            43548519              44        13.50        16.95          594.00          745.80
            44544249               3        26.55        30.19           79.65           90.57
            75647204              28        19.39        24.87          542.92          696.36
            21314622              60        18.99        24.19         1139.40         1451.40
            42884653              91        15.56        19.32         1415.96         1758.12
            41818150              51        13.22        18.99          674.22          968.49
            49052689              79        23.14        27.68         1828.06         2186.72
            76601028              28        21.49        25.62          601.72          717.36
            72591229              27        15.58        20.41          420.66          551.07
            83637016              69        27.45        31.72         1894.05         2188.68
            23180207              23        21.63        25.79          497.49          593.17
            50310242              84        10.30        13.80          865.20         1159.20
            56222908              32        15.37        20.22          491.84          647.04
            87553231              70        23.79        28.20         1665.30         1974.00
            18982295              44        21.43        25.71          942.92         1131.24
            60123854              80        22.90        26.34         1832.00         2107.20
            41677726              77        14.76        18.57         1136.52         1429.89
            69865581              94        21.26        26.45         1998.44         2486.30
            30174319              22        29.51        33.43          649.22          735.46
            39941194              44        19.12        23.33          841.28         1026.52
            70811150              90        27.85        33.48         2506.50         3013.20
            44603982              11        14.04        18.87          154.44          207.57
            77085365              41        22.53        26.66          923.73         1093.06
            21523085              56        18.54        22.90         1038.24         1282.40
            38917581              77        26.47        31.07         2038.19         2392.39
            66955027              45        26.73        30.99         1202.85         1394.55
            43210345              76        11.33        14.55          861.08         1105.80
            80203561               4        28.03        32.89          112.12          131.56
            40036792              65        17.31        23.16         1125.15         1505.40
            52392582              78        16.69        20.31         1301.82         1584.18
            83361455              50        10.14        16.07          507.00          803.50
            15039599               1        21.53        26.95           21.53           26.95
            37511487              37        25.77        30.34          953.49         1122.58
            58038988              62        13.42        17.69          832.04         1096.78
            62839762              93        14.75        20.19         1371.75         1877.67
            86232263              80        11.06        14.93          884.80         1194.40
            65853384              51        18.67        22.56          952.17         1150.56
            23375463              13        15.85        20.15          206.05          261.95
            61299263              98        29.11        33.01         2852.78         3234.98
            65915441              71        18.19        24.01         1291.49         1704.71
            31081490               1        20.71        24.06           20.71           24.06
            16768461              35        10.07        15.28          352.45          534.80
            37948824              62        25.06        28.67         1553.72         1777.54
            80924508              94        23.82        28.14         2239.08         2645.16
            77514121              29        23.08        26.38          669.32          765.02
            88301639              13        23.37        27.32          303.81          355.16
            21340084              74        23.88        29.40         1767.12         2175.60
            44560715              50        13.19        17.67          659.50          883.50
            64349453              14        18.46        23.84          258.44          333.76
            55396347              65        12.49        18.04          811.85         1172.60
            78629863               8        24.51        28.31          196.08          226.48
            36473623              16        15.21        19.89          243.36          318.24
            32827437               8        20.49        24.73          163.92          197.84
            17692750              97        18.54        23.26         1798.38         2256.22
            81946005              22        19.90        24.29          437.80          534.38
            46182485              57        11.19        15.73          637.83          896.61
            72874936               5        18.34        22.96           91.70          114.80
            46621097              48        26.37        29.84         1265.76         1432.32
            35262107               8        14.46        19.91          115.68          159.28
            36020570              22        15.27        19.78          335.94          435.16
            16643747              76        20.80        26.65         1580.80         2025.40
            23842706              77        10.92        14.54          840.84         1119.58
            39635549               8        28.02        33.32          224.16          266.56
            54756389               6        10.30        13.48           61.80           80.88
            15039599               1        21.53        26.95           21.53           26.95
            31050885              78        18.33        21.95         1429.74         1712.10
            75799058              31        25.89        30.75          802.59          953.25
            42884653              91        15.56        19.32         1415.96         1758.12
            83582158              67        22.44        26.30         1503.48         1762.10
            66698657              48        16.13        21.83          774.24         1047.84
            13174473              91        29.75        35.68         2707.25         3246.88
            36760711              52        18.94        23.46          984.88         1219.92
            17559533              50        24.91        30.57         1245.50         1528.50
            73657743              49        19.68        23.46          964.32         1149.54
            34311148              62        12.77        18.19          791.74         1127.78
            16618211              24        17.44        20.78          418.56          498.72
            62159876              47        12.63        17.34          593.61          814.98
            16224831              41        11.63        16.47          476.83          675.27
            18059483              19        13.66        17.57          259.54          333.83
            57978117              10        28.15        33.61          281.50          336.10
            22971931              40        17.84        23.59          713.60          943.60
            56030075              46        18.62        22.81          856.52         1049.26
            31081490               1        20.71        24.06           20.71           24.06
            37413158              28        28.57        33.34          799.96          933.52
            34389249              83        17.68        22.58         1467.44         1874.14
            45117011             100        19.02        24.56         1902.00         2456.00
            24955147             100        15.08        20.76         1508.00         2076.00
            74877073              90        19.64        22.65         1767.60         2038.50
            19121129              99        11.37        14.84         1125.63         1469.16
            71327423              62        27.16        31.77         1683.92         1969.74
            50536431              89        26.48        29.98         2356.72         2668.22
            57667879              22        16.21        22.04          356.62          484.88
            40176566              78        23.29        29.24         1816.62         2280.72
            35390230              73        26.80        31.99         1956.40         2335.27
            83740526              23        19.56        22.59          449.88          519.57
            60289116               3        14.50        18.91           43.50           56.73
            77086936              79        19.91        25.81         1572.89         2038.99
            44603982              11        14.04        18.87          154.44          207.57
            49045379              25        14.14        19.04          353.50          476.00
            83391843              30        20.31        23.67          609.30          710.10
            73638310              31        14.74        19.35          456.94          599.85
            38944334              93        13.73        18.51         1276.89         1721.43
            38072280              17        22.95        28.65          390.15          487.05
            64002588              59        20.18        24.44         1190.62         1441.96
            24467721               3        15.72        21.71           47.16           65.13
            21094940              53        12.59        17.31          667.27          917.43
            66992188              85        29.40        33.97         2499.00         2887.45
            83234292              26        23.80        29.24          618.80          760.24
            27470967              10        16.17        20.36          161.70          203.60
            23026496              35        20.95        24.90          733.25          871.50
            22307784              99        14.22        19.97         1407.78         1977.03
            31641263              48        20.95        26.17         1005.60         1256.16
            29435965              39        25.28        31.23          985.92         1217.97
            54667311              34        13.30        17.40          452.20          591.60
            31917171              58        23.27        27.29         1349.66         1582.82
            60683021               2        18.36        23.75           36.72           47.50
            25725760              15        26.82        32.17          402.30          482.55
            13201627              70        18.12        24.09         1268.40         1686.30
            75268158              29        13.03        18.84          377.87          546.36
            71387635              81        14.74        17.92         1193.94         1451.52
            44481271              78        27.03        32.21         2108.34         2512.38
            13258730              62        19.61        24.99         1215.82         1549.38
            26383509              27        22.91        27.15          618.57          733.05
            18082546              53        23.34        29.03         1237.02         1538.59
            29257517              83        10.76        13.93          893.08         1156.19
            53972005              43        22.81        28.51          980.83         1225.93
            81379037              14        27.74        31.56          388.36          441.84
            74375297              31        12.28        18.21          380.68          564.51
            81379037              14        27.74        31.56          388.36          441.84
            63758855              39        11.25        14.70          438.75          573.30
            71852096              57        26.92        30.71         1534.44         1750.47
            44493871              38        21.74        24.88          826.12          945.44
            80767659              23        26.89        31.88          618.47          733.24
            43548519              44        13.50        16.95          594.00          745.80
            88550476              20        21.62        24.86          432.40          497.20
            34751590              46        12.60        16.52          579.60          759.92
            55396347              65        12.49        18.04          811.85         1172.60
            58810322               4        19.17        25.03           76.68          100.12
            57739204               1        23.02        27.52           23.02           27.52
            57630177              38        26.52        29.81         1007.76         1132.78
            40095023              62        18.63        24.31         1155.06         1507.22
            77086936              79        19.91        25.81         1572.89         2038.99
            34751590              46        12.60        16.52          579.60          759.92
            58485457               5        23.64        28.18          118.20          140.90
            77445705              30        29.18        33.65          875.40         1009.50
            82701870              86        10.09        15.23          867.74         1309.78
            81296480              90        25.59        31.13         2303.10         2801.70
            41989446              16        22.21        27.26          355.36          436.16
            28062267              47        14.68        18.06          689.96          848.82
            17358405              66        15.82        21.08         1044.12         1391.28
            70401508              98        28.82        34.04         2824.36         3335.92
            78907535              46        22.91        27.32         1053.86         1256.72
            77086674              85        18.06        23.88         1535.10         2029.80
            35141667              98        21.15        26.43         2072.70         2590.14
            66314342              42        21.79        27.58          915.18         1158.36
            46318094              53        13.39        18.74          709.67          993.22
            50019335              63        18.86        23.04         1188.18         1451.52
            34307586              41        18.20        24.14          746.20          989.74
            22877827               6        16.46        21.19           98.76          127.14
            57667879              22        16.21        22.04          356.62          484.88
            26383509              27        22.91        27.15          618.57          733.05
            53717044              66        16.04        20.59         1058.64         1358.94
            79334055              46        26.54        30.77         1220.84         1415.42
            68849001              21        11.90        15.56          249.90          326.76
            79195238              21        11.38        15.86          238.98          333.06
            74497902              82        20.00        23.21         1640.00         1903.22
            49336268              99        15.02        18.51         1486.98         1832.49
            66955027              45        26.73        30.99         1202.85         1394.55
            81252880              16        14.36        18.04          229.76          288.64
            71529535              21        27.36        31.04          574.56          651.84
            22307784              99        14.22        19.97         1407.78         1977.03
            38561693              47        18.00        22.00          846.00         1034.00
            66698657              48        16.13        21.83          774.24         1047.84
            56953445              35        21.16        25.85          740.60          904.75
            56411306              64        10.97        16.64          702.08         1064.96
            59142280              97        20.84        25.19         2021.48         2443.43
            49493175              39        14.55        19.03          567.45          742.17
            71912539               9        13.96        19.25          125.64          173.25
            40171345              51        17.93        21.06          914.43         1074.06
            58782510              80        21.90        25.49         1752.00         2039.20
            32945551              21        21.25        26.10          446.25          548.10
            64463514               1        15.90        19.22           15.90           19.22
            25725760              15        26.82        32.17          402.30          482.55
            31650412              77        28.82        32.43         2219.14         2497.11
            13174473              91        29.75        35.68         2707.25         3246.88
            73638310              31        14.74        19.35          456.94          599.85
            70178351               1        19.18        24.56           19.18           24.56
            43984612              76        25.76        31.51         1957.76         2394.76
            55000517              95        11.84        15.36         1124.80         1459.20
            63689991              40        26.49        31.87         1059.60         1274.80
            13045439              80        20.24        24.00         1619.20         1920.00
            81735019              16        25.51        31.43          408.16          502.88
            85941566              18        21.95        27.00          395.10          486.00
            17103483              86        24.10        27.36         2072.60         2352.96
            80101873              62        28.13        32.28         1744.06         2001.36
            79195238              21        11.38        15.86          238.98          333.06
            88491828              34        29.57        34.24         1005.38         1164.16
            14578137              41        16.99        21.27          696.59          872.07
            77189549              21        21.15        24.64          444.15          517.44
            74497902              82        20.00        23.21         1640.00         1903.22
            19784361               6        18.19        21.20          109.14          127.20
            14379934              45        29.70        33.17         1336.50         1492.65
            38280325              17        12.94        16.01          219.98          272.17
            49052689              79        23.14        27.68         1828.06         2186.72
            14947415              10        16.17        21.10          161.70          211.00
            66910032              10        12.87        17.11          128.70          171.10
            43891580              46        11.44        16.13          526.24          741.98
            27470967              10        16.17        20.36          161.70          203.60
            78023688              28        29.67        35.41          830.76          991.48
            87553231              70        23.79        28.20         1665.30         1974.00
            54404663              50        25.23        29.16         1261.50         1458.00
            42770709              50        12.19        15.44          609.50          772.00
            42884653              91        15.56        19.32         1415.96         1758.12
            55396347              65        12.49        18.04          811.85         1172.60
            72771191               3        17.78        23.31           53.34           69.93
            40749682              96        14.45        19.50         1387.20         1872.00
            74627727              31        23.93        28.06          741.83          869.86
            47533952              96        11.85        15.79         1137.60         1515.84
            34549045               7        13.67        16.67           95.69          116.69
            40036792              65        17.31        23.16         1125.15         1505.40
            31641263              48        20.95        26.17         1005.60         1256.16
            50134836               8        27.71        31.48          221.68          251.84
            64463514               1        15.90        19.22           15.90           19.22
            29257517              83        10.76        13.93          893.08         1156.19
            63689991              40        26.49        31.87         1059.60         1274.80
            56953445              35        21.16        25.85          740.60          904.75
            21098319              27        16.73        20.84          451.71          562.68
            63706075              21        15.39        21.26          323.19          446.46
            62111634               1        16.41        19.97           16.41           19.97
            41989446              16        22.21        27.26          355.36          436.16
            35071419              50        18.92        22.88          946.00         1144.00
            75724437              74        23.26        26.87         1721.24         1988.38
            55371335              27        18.18        23.50          490.86          634.50
            43151607              65        13.59        19.16          883.35         1245.40
            75630018              41        10.08        15.68          413.28          642.88
            31187804              66        20.23        25.46         1335.18         1680.36
            51138886              14        29.87        34.45          418.18          482.30
            22662424               1        11.84        15.28           11.84           15.28
            60683021               2        18.36        23.75           36.72           47.50
            38280325              17        12.94        16.01          219.98          272.17
            15431795              95        15.33        19.15         1456.35         1819.25
            59802180              33        13.26        17.79          437.58          587.07
            28232368              63        19.07        23.98         1201.41         1510.74
            74627727              31        23.93        28.06          741.83          869.86
            43771833              50        18.24        21.52          912.00         1076.00
            15183855              18        24.59        29.80          442.62          536.40
            39347416              68        18.06        23.68         1228.08         1610.24
            44481271              78        27.03        32.21         2108.34         2512.38
            34311148              62        12.77        18.19          791.74         1127.78
            83361455              50        10.14        16.07          507.00          803.50
            39898842               8        20.69        25.42          165.52          203.36
            58038988              62        13.42        17.69          832.04         1096.78
            79065482              77        15.63        21.13         1203.51         1627.01
            17800899              16        22.20        26.01          355.20          416.16
            40176566              78        23.29        29.24         1816.62         2280.72
            54756389               6        10.30        13.48           61.80           80.88
            52700852              67        28.70        31.79         1922.90         2129.93
            43151607              65        13.59        19.16          883.35         1245.40
            47533952              96        11.85        15.79         1137.60         1515.84
            60360685              42        28.86        33.14         1212.12         1391.88
            61677125              39        27.05        32.57         1054.95         1270.23
            37055841              87        19.81        24.45         1723.47         2127.15
            15495526              36        16.20        20.47          583.20          736.92
            51080942              56        23.57        29.09         1319.92         1629.04
            38334221               7        26.57        32.06          185.99          224.42
            40299841              50        28.50        31.89         1425.00         1594.50
            69384947              99        12.41        16.75         1228.59         1658.25
            78122228              85        13.73        18.55         1167.05         1576.75
